timestamp_utc,timestamp_local,weekday,hour,minute,is_holiday,is_school_holiday,uid,name,currentfill,freespace,maxspace,fill_ratio
2026-05-02T00:09:04+00:00,2026-05-02T02:09:04+02:00,Saturday,2,9,False,True,seb6947,Strandbad Tiefenbrunnen,0,3500,3500,0.0
2026-05-02T00:09:04+00:00,2026-05-02T02:09:04+02:00,Saturday,2,9,False,True,seb6948,Strandbad Wollishofen,0,700,700,0.0
2026-05-02T00:09:04+00:00,2026-05-02T02:09:04+02:00,Saturday,2,9,False,True,SSD-5,Waermebad Kaeferberg,0,70,70,0.0
2026-05-02T00:09:04+00:00,2026-05-02T02:09:04+02:00,Saturday,2,9,False,True,WEN-1,Wengen,0,70,70,0.0
2026-05-02T00:09:04+00:00,2026-05-02T02:09:04+02:00,Saturday,2,9,False,True,HUENENBERG-1,Zug,0,1000,1000,0.0
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,IMBAD-1,Adliswil,0,2000,2000,0.0
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,WEYERMANNSHAUS-1,Bern,5,3495,3500,0.0014
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,MARZILI-1,Bern,3,14996,14999,0.0002
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,WYLERBAD-1,Bern,4,2496,2500,0.0016
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,BADI-1,Enge,1,53,54,0.0185
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,FREIBAD-1,Entfelden,0,1300,1300,0.0
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,flb6939,Flussbad Oberer Letten,3,997,1000,0.003
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,flb6940,Flussbad Unterer Letten,0,800,800,0.0
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,flb8803,Flussbad Unterer Letten (Flussteil),0,800,800,0.0
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,flb6941,Frauenbad Stadthausquai,0,350,350,0.0
